,head,variable,value
7,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi388
7,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi1309
7,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi751
7,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi1416
7,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi136
7,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi941
8,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi173
8,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1148
8,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi528
8,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1309
8,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi751
8,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi136
8,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi941
9,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi557
9,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi1148
9,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi1261
9,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi388
9,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi528
9,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi751
9,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi378
10,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi1148
10,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi528
10,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi1027
10,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi751
10,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi136
11,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi401
11,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1148
11,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi528
11,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1309
11,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1027
11,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi751
11,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi941
12,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi751
12,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi557
12,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi1148
12,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi136
12,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi388
13,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi1148
13,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi1611
13,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi751
13,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi136
14,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi557
14,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1148
14,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi388
14,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1027
14,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi757
14,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi751
14,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi136
14,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi758
15,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi1148
15,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi528
15,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi1309
15,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi751
15,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi941
16,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi557
16,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi758
16,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi573
16,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi311
16,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1148
16,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi388
16,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi528
16,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1611
16,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1309
16,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi757
16,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi751
16,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1226
16,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi941
17,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi1148
17,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi1309
17,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi751
17,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi1416
17,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi136
17,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi941
18,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi557
18,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi173
18,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi388
18,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi1309
18,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi1398
18,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi751
18,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi941
19,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi1018
19,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi1148
19,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi528
19,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi1309
19,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi751
19,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi136
19,Course2_W4-S1-L3_Feature-Based_Linear_Classifiers_13-34,concept_vocab_index,vi941
20,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi557
20,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi1148
20,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi388
20,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi528
20,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi1309
20,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi751
20,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi136
20,Course2_W4-S1-L4_Building_a_Maxent_Model-_The_Nuts_and_Bolts_8-04,concept_vocab_index,vi941
