ad_conversion
corpus
brown
cass_phonetic
mandarin
fisher
kiel_german
regular_expression
searching_inside
switchboard
timebank
wall_street_journal
correction_act_detection
cosine
similarity_metric
cost_function
count_nouns
counters
counts
treating_low_zero
crf
compared_hmm
viterbi_inference
crfs
learning
crossbrackets
crossentropy
crossentropy_loss
crossvalidation
fold
crowdsourcing
ctc
currying
cycles_wave
cycles_per_second
datasheet
date
fully_qualified_normalization
dative_alternation
dbpedia
debiasing
decision_boundary
decision_tree
declarative_sentence
decoding
viterbi
fol
deep_neural_networks
deep_learning
deep_role
definite_reference
degree_adverb
delexicalization
denotation
dental_sound
dependency_grammar
dependency_tree
direct_formal_language
description_logics
det
determiner
determiners
development_test_set
devtest
dft
dialogue
dialogue_act_correction
dialogue_acts
dialogue_manager_design
dialogue_policy
dialogue_systems
design_evaluation
diathesis_alternation
diff_program
digit_recognition
digitization
dilated_convolutions
dimension
diphthong
direct_derivation
formal_language
directional_adverb
directive_speech_act
disambiguation
parsing_syntactic
discount
discounting
discourse_segment
discourse_connectives
discourse_deixis
discourse_model
discourse_parsing
discoursenew
discourseold
discovery_procedure
discrete_fourier_transform
discriminative_model
disfluency
disjunction
pipe_regular_expressions
square_braces_regular_expression
dispreferred_response
distance
cosine
distant_supervision
distributional_hypothesis
distributional_similarity
divergences_languages_mt
document_ir
document_frequency
document_vector
domain
domination_syntax
dot_product
dotproduct_attention
dragon_systems
dropout
duration
temporal_expression
dynamic_programming
viterbi
dynamic_time_warping
edgefactored
edit_distance
minimum_algorithm
effect_size
elaboration_coherence
relation
eliza
implementation
sample_conversation
elman_networks
elmo
affect
deleted_interpolation
embedded_verb
embeddings
cosine_similarity
skipgram_learning
sparse
tfidf
wordvec
emission_probabilities
emolex
emotion
empty_category
encoderdecoder
endtoend_training
endpointing
english
lexical_differences
french
simplified_grammar_rules
verbframed
entity_dictionary
entity_grid
entity_linking
entity_linking
entitybased_coherence
entropy
perplexity
crossentropy
perword_rate
error_backpropagation
espnet
ethos
euclidean_distance
regularization
eugene_onegin
eulers_formula
europarl
evalb
evaluating_parsers
evaluation
fold_crossvalidation
ab_test
bleu_mt
comparing_models
crossvalidation
development_test_set
devset
development_test_set
dialogue_systems
f_fmeasure
fmeasure
fmeasure
ner
factoid_question
faiss
false_negatives
false_positives
farsi_verbframed
fast_fourier_transform
fasttext
fastus
feature_cutoff
feature_interactions
feature_selection
information_gain
feature_template
feature_templates
partofspeech_tagging
feature_vectors
federalist_papers
feedforward_network
fenceposts
fft
file_format_wav
filled_pause
filler
final_fall
first_order_logic_see_fol
firstorder_cooccurrence
flap_phonetic
fluency
fol
verifiability
expressiveness_functions
inference_terms
fold_crossvalidation
forget_gate
formal_language
formant
formant_synthesis
forward_chaining
forward_composition
forwardlooking_centers
fosler_e_see
foslerlussier_e
fragment_word
frame
semantic
frame_elements
framenet
frames
free_word_order
freebase
freebaseqa
frequency
signal
fricative_sound
frump
fully_qualified_date
expressions
fullyconnected
function_word
functional_grammar
functions_fol
fundamental_frequency
fusion_language
gaussian
prior_weights
gazetteer
general_inquirer
generalize
generalized_semantic_role
generation
sentences_test
cfg_grammar
templatebased
generative_grammar
generative_lexicon
generative_model
generative_models
generative_syntax
generator
generics
genitive_np
german
gerundive_postmodifier
gilbert_sullivan
givennew
gloss
glosses
glottal
glottal_stop
glottis
godzilla_speaker
gold_labels
goodturing
gradient
grammar
constraint
construction
headdriven_phrase
structure_hpsg
lexicalfunctional
lfg
minimalist_program
tree_adjoining
grammar
binary_branching
categorial
ccg
combinatory_categorial
generative_inversion_transduction
strong_equivalence
weak_equivalence
grammatical_function
grammatical_relation
grammatical_sentences
greedy_re_patterns
greek
grep
gricean_maxims
grounding
gus
h_pitch_accent
hamilton_alexander
hamming
hansard
hanzi
harmonic
harmonic_mean
hays_d
head_finding
headdriven_phrase
structure_grammar
hpsg
heaps_law
hearst_patterns
hebrew
heldout
herdans_law
hertz_unit_measure
hidden
hidden_layer_representation
input_hidden_units
hindi
hindi_verbframed
hkust
hmm
formal_definition
history_speech_recognition
initial_distribution
observation_likelihood
observations
simplifying_assumptions
pos_tagging
transition_probabilities
hobbs_algorithm
hobbs_tree_search_algorithm
pronoun
resolution
holonym
homonymy
hot_languages
hotpotqa
hungarian
partofspeech_tagging
hyperarticulation
hypernym
lexicosyntactic_patterns
hyperparameter
hyperparameters
hyponym
hz_unit_measure
ibm_models
ibm_thomas_j_watson
research_center
idf
idf_term_weighting
reasoning_fol
immediately_dominates
imperative_sentence
implicature
implicit_argument
implicit_confirmation
implied_hierarchy
description_logics
indefinite_article
indefinite_reference
inference_fol
inferencebased_learning
infinitives
infoboxes
information_structure
information_extraction_ie
bootstrapping
partial_parsing
information_gain
feature_selection
information_retrieval
inner_ear
inner_product
instance_checking
institutional_review_board
intensity_sound
intent_determination
intercept
interjections
intermediate_phrase
international_phonetic_alphabet
interpersonal_stance
interpolated_kneserney_discounting
interpolated_precision
interpolation_smoothing
interpretable
interpretation
intonation_phrases
intransitive_verbs
intrinsic_evaluation
inversion_transduction
grammar_itg
inverted_index
io
iob_tagging
temporal_expressions
ipa
ir
idf_term_weighting
term_weighting
vector_space_model
irbased_qa
irb
isa
isa
iso
isolating_language
isrl
itg_inversion_transduction_grammar
japanese
jay_john
joint_intention
kaldi
katz_backoff
kbp
kenlm
kl_divergence
klone
klatt_formant_synthesizer
kleene
sneakiness_matching
kleene
kneserney_discounting
knowledge_base
knowledge_claim
knowledge_graphs
knowledgebased
korean
krl
kullbackleibler_divergence
l_pitch_accent
lh_pitch_accent
l_regularization
l_regularization
labeled_precision
labeled_recall
labial_place_articulation
labiodental_consonants
lambda_notation
language_identification
universal_language_id
language_id
language_model
laplace_smoothing
laplace_smoothing
pmi
larynx
lasso_regression
latent_semantic_analysis
lateral_sound
ldc
learning_rate
lemma_versus_wordform
lemmatization
lesk_algorithm
levenshtein_distance
lexical_category
lexical_cohesion
lexical_database
lexical_gap
lexical_semantics
lexical_stress
lexical_trigger
lexical_answer_type
lexical_sample_task
wsd
lexicalfunctional
grammar_lfg
lexicosyntactic_pattern
lexicon
librispeech
likelihood
linear_chain_crf
linear_classifiers
linear_interpolation
ngrams
linearly_separable
linguistic_data
consortium
linguistic_discourse_model
link_grammar
list_coherence_relation
listen_attend_spell
liwc
lm
lob_corpus
localization
locationbased_attention
locative
locative_adverb
log_used
log_probabilities
log_used_compress
log_speech
log_likelihood_ratio
log_odds_ratio
log_probabilities
logical_connectives
logical_vocabulary
logistic_function
logistic_regression
conditional_maximum
likelihood_estimation
gaussian_priors
regularization
relation_neural_networks
long_shortterm_memory
longdistance_dependency
traces_penn
treebank
whquestions
lookahead_re
loss
loudness
low_frame_rate
lowresourced_languages
lpc_linear_predictive_coding
latent_semantic_analysis
lsi
lstm
lunar
lunar
machine_learning
ner
machine_translation
macroaveraging
madison_james
mae
mandarin
manhattan_distance
regularization
manner_adverb
manner_articulation
marker_passing_wsd
markov
markov_assumption
markov_chain
formal_definition
initial_distribution_ngram
state_transition_probabilities
markov_model
formal_definition
history
marx_g
mass_nouns
maxent
maxim_gricean
maximum_entropy
maximum_spanning_tree
mayan
mcnemars_test
mctest
mean_average_precision
mean_opinion_score
mean_reciprocal_rank
meaning_representation
set_symbols
early_uses
languages
mechanical_indexing
mechanical_turk
mel_scale
mention_detection
mentionpair
mentions
meronym
meronymy
mert_training_mt
mesh_medical_subject_headings
message_understanding_conference
metarule
meteor
metonymy
microplanner
microaveraging
microsoft_wav_format
minibatch
minimum_edit_distance
speech_recognition
minimum_edit_distance
minimum_edit_distance_algorithm
minimum_error_rate
mle
ngrams
ngrams_intuition
mlp
modal_verb
model
model_card
modified_kneserney
modified_ngram_precision
modus_ponens
montague_semantics
monte_carlo_search
morpheme
mos_mean_opinion_score
moses_michelangelo_statue
moses_mt_toolkit
frequent_sense
mrr
mt_divergence
postediting
mulaw
muc
muc_fmeasure
multilayer_perceptrons
multihead_selfattention_layers
multinomial_logistic_regression
multinomial_naive_bayes
multinomial_naive_bayes_classifier
multiword_expressions
mwe
nbest_list
ngram
markov_chain
absolute_discounting
addone_smoothing
markov_chain_approximation
markov_chain_generators
markov_chain_equation
markov_chain_interpolation
katz_backoff
kenlm
kneserney_discounting
logprobs
normalizing
parameter_estimation
sensitivity_corpus
smoothing
srilm
test_set
training_set
unknown_words
naive_bayes
multinomial
simplifying_assumptions
naive_bayes_assumption
naive_bayes_classifier
use_text_categorization
named_entity
list_types
named_entity_recognition
nasal_sound
nasal_tract
natural_questions
negative_log_likelihood_loss
neodavidsonian
ner
neural_networks
relation_logistic
regression
newline_character
nist_mt_evaluation
noisyor
nombank
nominal
noncapturing_group
nonfinite_postmodifier
nongreedy
nonlogical_vocabulary
nonstandard_words
nonstationary_process
nonterminal_symbols
normal_form
normalization
temporal
normalization_probabilities
normalizing
abstract_noun
common_noun
noun_phrase
constituents
nouns
np
nucleus
nucleus_syllable
null_hypothesis
nyquist_frequency
observation_likelihood
role_viterbi
onehot_vector
onset_syllable
ontology
ontonotes
oov_vocabulary_words
oov
oov_rate
open_class
open_information_extraction
open_vocabulary_system
unknown_words
operation_list
operator_precedence
optionality_determiners
use_regular_expressions
oral_tract
ordinal_number
orthography
opaque
transparent
output_gate
overfitting
pvalue
paired
palatal_sound
palate
palatoalveolar_sound
parallel_corpus
parallel_distributed
processing
parallelogram_model
parse_tree
parseval
parsing
ambiguity
chunking
cky
cyk_evaluation
relation_grammars
syntactic_wellformed_substring
part_speech
used_cfg
partofspeech
adjective
adverb
closed_class
interjection
noun
open_class
subtle_distinction
verb
partofspeech_tagger
parts_taggit
partofspeech_tagging
partofspeech_ambiguity
amount_ambiguity
brown_corpus
morphological_analysis
feature_templates
hungarian
turkish
unknown_words
partwhole
partial_parsing
particle
parts_tagger
parts_speech
pathos
pattern_regular_expression
pcm_pulse_code
modulation
pdp
pdtb
penn_discourse_treebank
penn_treebank
tagset
penn_treebank
tokenization
perword_entropy
perceptron
period_wave
perplexity
weighted_average
branching_factor
crossentropy
personal_pronoun
personality
persuasion
phone
phonetics
articulatory
phonotactics
phrasal_verb
phrasebased_translation
phrasestructure_grammar
pii
pipe
the_pirates_penzance
pitch
pitch_accent
tobi
pitch_extraction
pitch_track
place_articulation
planning
speech_acts
shared_plans
pleonastic
plosive_sound
plural
pointwise_mutual
information
polysynthetic_language
porter_stemmer
pos
positional_embeddings
possessive_np
possessive_pronoun
postediting
postdeterminer
postings
postmodifier
postposed_constructions
postposition
potts_diagram
power_signal
pp
ppmi
praat
precedence
precedence_operator
precision
mt_evaluation
ner
modified_ngram_mt
precisionrecall_curve
predeterminer
predicate
predicateargument
preference_semantics
premises
preposed_constructions
prepositional_phrase
constituency
preposing
prepositions
presequences
pretraining
primitive_decomposition
principle_contrast
prior_probability
prodrop_languages
productions
progressive_prompting
projection_layer
prolog
prominence_phonetic
prominent_word
wh
pronunciation_dictionary
celex
cmu
propbank
proper_noun
propositional_meaning
prosodic_phrasing
prosody
accented_syllables
reduced_vowels
protoagent
protopatient
pseudoword
ptrans
pullum_g_k
punctuation_numbers
crosslinguistically
segmentation
tokenization
qualia_structure
quantifier
part_speech
semantics
quantization
query
ir
question_factoid
rise
question_answering
evaluation
factoid_questions
radio_rex
range_regular_expression
ranking
rapid_reprompting
rarefaction
rdf
rdf_triple
re
regular_expression
read_speech
reading_comprehension
reason_coherence
recall
mt_evaluation
ner
reduced_vowels
reduction_phonetic
bound_pronouns
cataphora
definite
generics
reference_point
referent
accessing
evoking
referential_density
reflexive
register_re
regression
lasso
ridge
regular_expression
substitutions
regularization
rejection
conversation_act
relatedness
relation_extraction
relative
temporal_expression
relative_entropy
relative_frequency
relative_pronoun
release_stop
relevance
relexicalize
relu
reporting_events
representation_learning
representational_harm
representational_harms
rescore
resolution_inference
resolve
resource_management
response_generation
restrictive_grammar
restrictive_relative_clause
retrieve_read
retrofitting
reverb
reversives
rewrite
rhetorical_structure
theory_see_rst
rhyme_syllable
riau_indonesian
ridge_regression
rime_syllable
rms_amplitude
rnnt
rolefiller_extraction
rosebud_sled_named
rounded_vowels
row_vector
rst
treebank
contextfree
contextfree_expansion
contextfree_sample
russian
fusion_language
verbframed
s_start_symbol_cfg
salience_discourse
model
sampling
analog_waveform
rate
used_clustering
satellite
satelliteframed_language
saturated
schonfinkelization
schwa
scisor
sclite
sclite_package
schankian
scripts
sdrt_segmented
discourse_representation
search_engine
search_tree
secondorder
cooccurrence
seed_pattern_ie
seed_tuples
segmentation
sentence
selectional_association
selectional_preference
strength
selectional_preferences
pseudowords
evaluation
selectional_restriction
representing_events
violations_wsd
selfattention
selfsupervision
semantic_concordance
semantic_drift_ie
semantic_feature
semantic_field
semantic_frame
semantic_grammars
semantic_network
word_sense
disambiguation
semantic_networks
semantic_parsing
semantic_relations_ie
semantic_role
semantic_role_labeling
semantics
lexical
semivowel
error_rate
segmentation
sentence_realization
sentence_segmentation
sentential_complements
sentiment
origin_term
sentiment_analysis
sentiment_lexicons
sentiwordnet
sequence_labeling
sgns
shakespeare
ngram_approximations
shallow_discourse_parsing
shallow_parse
shared_plans
shiftreduce_parsing
shrdlu
sibilant_sound
side_sequence
sigmoid
significance_test
mapsswe_asr
mcnemars
similarity
simple_questions
simplified_lesk
singleton
singular
skipgram
slot_filling
slots
smoothing
absolute_discounting
addone
discounting
interpolation
katz_backoff
kneserney_discounting
laplace
linear_interpolation
softmax
sourcefilter_model
sov_language
spam_detection
span
spanish
speaker_diarization
speaker_identification
speaker_recognition
speaker_verification
spectrogram
spectrum
speech
telephone_bandwidth
speech_acts
speech_recognition
speech_synthesis
spelling_correction
use_ngrams
splithalf_reliability
squad
srilm
srl
stacked_rnns
start_symbol
state
semantic_representation
static_embeddings
stationary_process
stationary_stochastic
statistical_significance
mapsswe_asr
mcnemars_test
statistically_significant
stative_expressions
stem
stemming
stemming
stop_consonant
stop_list
stop_words
streaming
lexical
stride
strong_equivalence
grammars
structural_ambiguity
structured_polysemy
stupid_backoff
subcategorization
tagsets
subcategorization_frame
subcategorize
subdialogue
subject_syntactic
whquestions
subjectivity
substitutability
substitution_tag
substitution_operator
regular_expressions
subsumption
subwords
superordinate
supersenses
supertagging
supervised_machine_learning
singular_value_decomposition
svd
svo_language
swedish_verbframed
switchboard
switchboard_corpus
syllabification
syllable
coda
rhyme
rime
synchronous_grammar
synonyms
synset
syntactic_disambiguation
syntactic_movement
tac_kbp
tacotron
tacred_dataset
tag
taggit
tagset
penn_treebank
table_penn_treebank
tags
tamil
tanh
tap_phonetic
target
target_embedding
tay
tbox
teacher_forcing
technai
telephonebandwidth
telephonebandwidth
speech
telic_eventualities
template_filling
template_recognition
template_ie
templatebased_generation
temporal_adverb
temporal_anchor
temporal_expression
temporal_logic
temporal_normalization
temporal_reasoning
tense_logic
term_frequency
term_weight
termdocument_matrix
termterm_matrix
terminal_symbol
terminology
description_logics
test_set
text_categorization
bag_words_assumption
naive_bayes_approach
unknown_words
text_normalization
text_summarization
texttospeech
texttiling
tfidf
thematic_grid
thematic_role
diathesis_alternation
theme_thematic_role
thesaurus
time_representation
timealigned_transcription
timebank
timit
tobi
boundary_tones
sentence_tokenization
word_tokenization
tokens_word
topic_models
toxicity_detection
trace
trachea
training_oracle
training_set
crossvalidation
transcription
speech
timealigned
transduction_grammars
transformations
discourse_analysis
project_tdap
transformers
transition_probability
role_viterbi
transitive_verbs
translation_divergences
trec
tree_adjoining_grammar
tag_adjunction
tag_substitution
treebank
trigram
truthconditional_semantics
tts
tune
continuation_rise
turing_test
turk_mechanical
turkish
agglutinative
partofspeech_tagging
correction_ratio
tydi_qa
type_raising
typed_dependency_structure
typology
linguistic
ungrammatical_sentences
unit_production
unit_vector
universal_dependencies
universal_linguistic
unix
unk
unknown_words
tagging
unvoiced_sound
usercentered_design
utterance
vagueness
value_sensitive_design
vanishing_gradient
vanishing_gradients
existentially_quantified
universally_quantified
variables_fol
vauquois_triangle
vector
vector_length
vector_semantics
vector_space
vector_space_model
vectors_semantics
velar_sound
velum
verb_alternations
verb_phrase
verbframed_language
verbs
verifiability
vietnamese
viterbi
beam_search
viterbi_algorithm
inference_crf
viterbi_algorithm
vocoding
voice_user_interface
voiced_sound
voiceless_sound
vowel
vso_language
wake_word
wall_street_journal
warping
wavefile_format
wavenet
wavenet
weak_equivalence_grammars
web_ontology_language
webquestions
weight_tying
wellformed_substring
wfst
whnonsubjectquestion
whphrase
whpronoun
whsubjectquestions
whword
wic
wikification
wildcard
winograd_schema
wizardofoz_system
word_normalization
word_segmentation
word_sense
word_sense_disambiguation
wsd
word_sense_induction
word_shape
word_tokenization
wordincontext
wordword_matrix
wordvec
wordform
wordnet
wordpiece
world_knowledge
wsd
wsi
xbar_schemata
yesno_questions
yonkers_racetrack
yupik
zero_anaphor
zerowidth
zeugma
